user_id,item_id,rating,title
405,49,1,I.Q. (1994)
461,1006,5,Until the End of the World (Bis ans Ende der Welt) (1991)
178,764,3,If Lucy Fell (1996)
484,554,4,Waterworld (1995)
425,447,3,Carrie (1976)
28,670,4,Body Snatchers (1993)
346,173,3,"Princess Bride, The (1987)"
20,866,1,Michael (1996)
244,200,5,"Shining, The (1980)"
286,1105,5,Firestorm (1998)
181,1085,1,Carried Away (1996)
459,181,4,Return of the Jedi (1983)
362,302,5,L.A. Confidential (1997)
401,237,3,Jerry Maguire (1996)
101,845,3,That Thing You Do! (1996)
177,693,4,Casino (1995)
406,526,5,Ben-Hur (1959)
152,1041,5,Forget Paris (1995)
198,871,1,Vegas Vacation (1997)
15,455,1,Jackie Chan's First Strike (1996)
84,111,4,"Truth About Cats & Dogs, The (1996)"
346,259,2,George of the Jungle (1997)
128,328,2,Conspiracy Theory (1997)
401,553,5,"Walk in the Clouds, A (1995)"
268,399,3,"Three Musketeers, The (1993)"
458,330,3,187 (1997)
222,121,3,Independence Day (ID4) (1996)
11,211,3,M*A*S*H (1970)
405,648,1,"Quiet Man, The (1952)"
450,238,5,Raising Arizona (1987)
1,176,5,Aliens (1986)
423,327,2,Cop Land (1997)
478,151,5,Willy Wonka and the Chocolate Factory (1971)
210,1012,4,Private Parts (1997)
96,42,1,Clerks (1994)
268,120,2,Striptease (1996)
65,294,4,Liar Liar (1997)
449,122,1,"Cable Guy, The (1996)"
373,366,4,Dangerous Minds (1995)
312,70,5,Four Weddings and a Funeral (1994)
89,187,5,"Godfather: Part II, The (1974)"
479,28,4,Apollo 13 (1995)
429,826,3,"Phantom, The (1996)"
78,1047,1,Multiplicity (1996)
456,200,4,"Shining, The (1980)"
18,416,5,Old Yeller (1957)
398,126,4,"Spitfire Grill, The (1996)"
463,103,1,All Dogs Go to Heaven 2 (1996)
18,4,3,Get Shorty (1995)
435,300,2,Air Force One (1997)
446,883,3,Telling Lies in America (1997)
145,595,3,"Fan, The (1996)"
445,504,3,Bonnie and Clyde (1967)
296,357,5,One Flew Over the Cuckoo's Nest (1975)
42,385,5,True Lies (1994)
109,211,5,M*A*S*H (1970)
358,584,4,"Secret Garden, The (1993)"
455,597,3,Eraser (1996)
141,121,4,Independence Day (ID4) (1996)
405,772,1,Kids (1995)
422,217,3,Bram Stoker's Dracula (1992)
398,134,3,Citizen Kane (1941)
197,333,2,"Game, The (1997)"
92,679,4,Conan the Barbarian (1981)
387,209,5,This Is Spinal Tap (1984)
151,382,4,"Adventures of Priscilla, Queen of the Desert, The (1994)"
58,645,5,Paris Is Burning (1990)
486,823,4,Mulholland Falls (1996)
109,944,3,Renaissance Man (1994)
318,238,3,Raising Arizona (1987)
212,423,4,E.T. the Extra-Terrestrial (1982)
179,917,3,Mercury Rising (1998)
299,1006,4,Until the End of the World (Bis ans Ende der Welt) (1991)
348,409,4,Jack (1996)
235,655,4,Stand by Me (1986)
84,1028,3,Grumpier Old Men (1995)
18,45,5,Eat Drink Man Woman (1994)
426,191,4,Amadeus (1984)
328,380,3,Star Trek: Generations (1994)
122,193,4,"Right Stuff, The (1983)"
194,178,3,12 Angry Men (1957)
404,243,3,Jungle2Jungle (1997)
391,328,3,Conspiracy Theory (1997)
23,14,4,"Postino, Il (1994)"
59,232,3,Young Guns (1988)
16,216,5,When Harry Met Sally... (1989)
110,849,3,Days of Thunder (1990)
145,89,4,Blade Runner (1982)
227,294,3,Liar Liar (1997)
433,690,2,Seven Years in Tibet (1997)
130,501,5,Dumbo (1941)
493,222,3,Star Trek: First Contact (1996)
301,143,4,"Sound of Music, The (1965)"
379,200,4,"Shining, The (1980)"
222,546,3,Broken Arrow (1996)
429,89,4,Blade Runner (1982)
450,29,3,Batman Forever (1995)
468,742,3,Ransom (1996)
486,1014,3,Romy and Michele's High School Reunion (1997)
213,252,3,"Lost World: Jurassic Park, The (1997)"
380,1045,3,Fearless (1993)
291,1059,4,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
274,924,3,White Squall (1996)
95,436,5,"American Werewolf in London, An (1981)"
7,201,2,Evil Dead II (1987)
281,333,3,"Game, The (1997)"
308,82,4,Jurassic Park (1993)
298,483,5,Casablanca (1942)
301,550,3,Die Hard: With a Vengeance (1995)
313,25,2,"Birdcage, The (1996)"
195,59,3,Three Colors: Red (1994)
188,629,4,Victor/Victoria (1982)
456,3,4,Four Rooms (1995)
444,300,4,Air Force One (1997)
24,238,5,Raising Arizona (1987)
216,182,4,GoodFellas (1990)
54,24,1,Rumble in the Bronx (1995)
128,942,5,What's Love Got to Do with It (1993)
425,379,2,Tales From the Crypt Presents: Demon Knight (1995)
125,323,3,Dante's Peak (1997)
484,25,3,"Birdcage, The (1996)"
65,168,4,Monty Python and the Holy Grail (1974)
399,174,3,Raiders of the Lost Ark (1981)
407,4,4,Get Shorty (1995)
235,1021,5,8 1/2 (1963)
470,1097,3,"Hate (Haine, La) (1995)"
151,86,5,"Remains of the Day, The (1993)"
60,195,4,"Terminator, The (1984)"
43,189,5,"Grand Day Out, A (1992)"
389,152,4,Sleeper (1973)
350,133,5,Gone with the Wind (1939)
336,168,5,Monty Python and the Holy Grail (1974)
299,191,4,Amadeus (1984)
451,260,5,Event Horizon (1997)
14,920,4,Two Bits (1995)
1,166,5,Manon of the Spring (Manon des sources) (1986)
320,627,4,Robin Hood: Prince of Thieves (1991)
452,597,5,Eraser (1996)
405,1589,1,Schizopolis (1996)
303,482,5,Some Like It Hot (1959)
158,546,3,Broken Arrow (1996)
379,405,3,Mission: Impossible (1996)
387,64,3,"Shawshank Redemption, The (1994)"
279,10,4,Richard III (1995)
343,77,3,"Firm, The (1993)"
152,120,2,Striptease (1996)
189,1400,3,Picture Bride (1995)
189,172,5,"Empire Strikes Back, The (1980)"
298,705,4,Singin' in the Rain (1952)
387,1128,4,Heidi Fleiss: Hollywood Madam (1995) 
60,385,4,True Lies (1994)
60,665,4,Alien 3 (1992)
336,1037,1,Grease 2 (1982)
311,465,4,"Jungle Book, The (1994)"
348,107,4,Moll Flanders (1996)
437,466,2,Red Rock West (1992)
280,925,4,Unforgettable (1996)
249,1073,4,Shallow Grave (1994)
234,183,4,Alien (1979)
487,939,3,Murder in the First (1995)
459,846,4,To Gillian on Her 37th Birthday (1996)
468,507,5,"Streetcar Named Desire, A (1951)"
407,869,3,Fools Rush In (1997)
293,3,2,Four Rooms (1995)
453,412,2,"Very Brady Sequel, A (1996)"
416,259,2,George of the Jungle (1997)
429,820,3,Space Jam (1996)
419,286,4,"English Patient, The (1996)"
59,781,4,French Kiss (1995)
468,294,3,Liar Liar (1997)
393,409,4,Jack (1996)
354,20,5,Angels and Insects (1995)
403,240,1,Beavis and Butt-head Do America (1996)
43,25,5,"Birdcage, The (1996)"
437,969,4,Winnie the Pooh and the Blustery Day (1968)
85,705,5,Singin' in the Rain (1952)
378,117,3,"Rock, The (1996)"
318,213,4,"Room with a View, A (1986)"
254,1443,4,8 Seconds (1994)
332,815,4,One Fine Day (1996)
68,258,5,Contact (1997)
346,89,4,Blade Runner (1982)
123,197,5,"Graduate, The (1967)"
492,318,5,Schindler's List (1993)
451,875,2,She's So Lovely (1997)
101,1,3,Toy Story (1995)
1,138,1,D3: The Mighty Ducks (1996)
102,175,4,Brazil (1985)
490,1,3,Toy Story (1995)
436,102,4,"Aristocats, The (1970)"
277,473,2,James and the Giant Peach (1996)
262,169,3,"Wrong Trousers, The (1993)"
213,31,4,Crimson Tide (1995)
343,155,1,Dirty Dancing (1987)
490,333,3,"Game, The (1997)"
352,692,3,"American President, The (1995)"
407,859,3,April Fool's Day (1986)
214,319,3,Everyone Says I Love You (1996)
416,423,4,E.T. the Extra-Terrestrial (1982)
478,684,4,In the Line of Fire (1993)
489,1293,5,Star Kid (1997)
37,665,3,Alien 3 (1992)
249,210,3,Indiana Jones and the Last Crusade (1989)
424,683,3,Rocket Man (1997)
213,286,3,"English Patient, The (1996)"
56,720,3,First Knight (1995)
313,837,4,Meet John Doe (1941)
92,231,3,Batman Returns (1992)
384,878,4,That Darn Cat! (1997)
266,285,4,Secrets & Lies (1996)
328,241,5,"Last of the Mohicans, The (1992)"
15,306,5,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
213,175,4,Brazil (1985)
394,154,3,Monty Python's Life of Brian (1979)
52,471,4,Courage Under Fire (1996)
445,475,5,Trainspotting (1996)
193,269,4,"Full Monty, The (1997)"
115,357,5,One Flew Over the Cuckoo's Nest (1975)
241,343,2,Alien: Resurrection (1997)
434,546,5,Broken Arrow (1996)
402,591,4,Primal Fear (1996)
200,282,4,"Time to Kill, A (1996)"
244,111,4,"Truth About Cats & Dogs, The (1996)"
409,135,5,2001: A Space Odyssey (1968)
187,97,3,Dances with Wolves (1990)
95,391,2,Last Action Hero (1993)
457,228,5,Star Trek: The Wrath of Khan (1982)
126,333,2,"Game, The (1997)"
276,1221,3,When a Man Loves a Woman (1994)
429,1443,2,8 Seconds (1994)
483,237,3,Jerry Maguire (1996)
226,508,4,"People vs. Larry Flynt, The (1996)"
271,1411,2,Barbarella (1968)
293,240,2,Beavis and Butt-head Do America (1996)
406,481,3,"Apartment, The (1960)"
472,250,5,"Fifth Element, The (1997)"
336,121,4,Independence Day (ID4) (1996)
308,432,4,Fantasia (1940)
62,56,5,Pulp Fiction (1994)
1,247,1,Turbo: A Power Rangers Movie (1997)
54,471,4,Courage Under Fire (1996)
406,715,4,To Die For (1995)
18,287,4,Marvin's Room (1996)
453,568,3,Speed (1994)
327,8,4,Babe (1995)
299,895,2,Scream 2 (1997)
471,588,1,Beauty and the Beast (1991)
308,318,4,Schindler's List (1993)
100,300,4,Air Force One (1997)
151,118,3,Twister (1996)
151,631,3,"Crying Game, The (1992)"
190,125,3,Phenomenon (1996)
393,808,4,"Program, The (1993)"
60,128,3,Supercop (1992)
94,190,5,Henry V (1989)
113,303,5,Ulee's Gold (1997)
373,480,3,North by Northwest (1959)
322,608,3,Spellbound (1945)
394,550,4,Die Hard: With a Vengeance (1995)
332,11,5,Seven (Se7en) (1995)
330,148,4,"Ghost and the Darkness, The (1996)"
117,237,4,Jerry Maguire (1996)
387,96,4,Terminator 2: Judgment Day (1991)
1,89,5,Blade Runner (1982)
269,88,1,Sleepless in Seattle (1993)
9,615,4,"39 Steps, The (1935)"
474,161,4,Top Gun (1986)
145,1073,5,Shallow Grave (1994)
472,1210,3,Virtuosity (1995)
345,43,3,Disclosure (1994)
455,647,4,Ran (1985)
110,33,4,Desperado (1995)
472,625,4,"Sword in the Stone, The (1963)"
92,198,5,Nikita (La Femme Nikita) (1990)
158,96,4,Terminator 2: Judgment Day (1991)
450,15,3,Mr. Holland's Opus (1995)
463,930,1,Chain Reaction (1996)
458,152,5,Sleeper (1973)
199,892,1,Flubber (1997)
293,258,3,Contact (1997)
236,132,4,"Wizard of Oz, The (1939)"
279,129,1,Bound (1996)
358,863,5,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
226,527,4,Gandhi (1982)
132,56,5,Pulp Fiction (1994)
119,831,2,Escape from L.A. (1996)
268,71,3,"Lion King, The (1994)"
11,577,3,Coneheads (1993)
428,289,4,Evita (1996)
493,284,4,Tin Cup (1996)
194,90,3,So I Married an Axe Murderer (1993)
411,265,5,"Hunt for Red October, The (1990)"
313,328,4,Conspiracy Theory (1997)
94,943,3,Killing Zoe (1994)
1,2,3,GoldenEye (1995)
336,94,3,Home Alone (1990)
125,258,5,Contact (1997)
175,193,4,"Right Stuff, The (1983)"
337,515,5,"Boot, Das (1981)"
393,997,1,Stuart Saves His Family (1995)
230,134,4,Citizen Kane (1941)
487,1188,3,Young Guns II (1990)
301,144,4,Die Hard (1988)
246,412,1,"Very Brady Sequel, A (1996)"
298,527,5,Gandhi (1982)
437,1134,4,Get on the Bus (1996)
194,194,4,"Sting, The (1973)"
76,324,4,Lost Highway (1997)
453,154,3,Monty Python's Life of Brian (1979)
196,108,4,Kids in the Hall: Brain Candy (1996)
325,2,1,GoldenEye (1995)
445,87,3,Searching for Bobby Fischer (1993)
429,640,3,"Cook the Thief His Wife & Her Lover, The (1989)"
130,1034,2,"Quest, The (1996)"
458,50,2,Star Wars (1977)
380,770,3,Devil in a Blue Dress (1995)
484,141,4,"20,000 Leagues Under the Sea (1954)"
270,713,5,Othello (1995)
242,1,4,Toy Story (1995)
253,588,5,Beauty and the Beast (1991)
311,300,4,Air Force One (1997)
482,988,4,"Beautician and the Beast, The (1997)"
343,87,4,Searching for Bobby Fischer (1993)
13,739,4,Pretty Woman (1990)
275,826,2,"Phantom, The (1996)"
305,163,3,"Return of the Pink Panther, The (1974)"
189,241,3,"Last of the Mohicans, The (1992)"
406,634,4,Microcosmos: Le peuple de l'herbe (1996)
293,89,5,Blade Runner (1982)
276,1047,3,Multiplicity (1996)
417,178,3,12 Angry Men (1957)
288,427,5,To Kill a Mockingbird (1962)
343,660,3,Fried Green Tomatoes (1991)
394,1033,3,Homeward Bound II: Lost in San Francisco (1996)
234,216,3,When Harry Met Sally... (1989)
389,174,4,Raiders of the Lost Ark (1981)
145,1132,3,Feeling Minnesota (1996)
405,212,1,"Unbearable Lightness of Being, The (1988)"
313,525,5,"Big Sleep, The (1946)"
181,1349,1,Mille bolle blu (1993)
303,1270,1,Life with Mikey (1993)
276,720,2,First Knight (1995)
155,990,3,Anna Karenina (1997)
459,825,3,"Arrival, The (1996)"
397,513,5,"Third Man, The (1949)"
160,100,5,Fargo (1996)
403,471,5,Courage Under Fire (1996)
122,429,3,"Day the Earth Stood Still, The (1951)"
146,258,4,Contact (1997)
314,501,4,Dumbo (1941)
244,537,5,My Own Private Idaho (1991)
458,333,1,"Game, The (1997)"
43,291,3,Absolute Power (1997)
395,342,4,"Man Who Knew Too Little, The (1997)"
457,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
484,96,5,Terminator 2: Judgment Day (1991)
458,423,2,E.T. the Extra-Terrestrial (1982)
450,65,3,What's Eating Gilbert Grape (1993)
210,172,5,"Empire Strikes Back, The (1980)"
222,79,5,"Fugitive, The (1993)"
354,863,3,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
416,708,4,"Sex, Lies, and Videotape (1989)"
254,64,4,"Shawshank Redemption, The (1994)"
267,231,4,Batman Returns (1992)
293,62,1,Stargate (1994)
210,23,5,Taxi Driver (1976)
406,737,3,Sirens (1994)
312,1,5,Toy Story (1995)
367,919,5,"City of Lost Children, The (1995)"
43,82,4,Jurassic Park (1993)
406,756,3,Father of the Bride Part II (1995)
489,342,3,"Man Who Knew Too Little, The (1997)"
313,480,5,North by Northwest (1959)
271,660,5,Fried Green Tomatoes (1991)
14,127,2,"Godfather, The (1972)"
325,1,2,Toy Story (1995)
308,30,4,Belle de jour (1967)
338,654,5,Chinatown (1974)
450,176,4,Aliens (1986)
162,11,4,Seven (Se7en) (1995)
487,293,5,Donnie Brasco (1997)
407,269,3,"Full Monty, The (1997)"
407,202,4,Groundhog Day (1993)
405,552,1,Species (1995)
152,71,5,"Lion King, The (1994)"
305,88,2,Sleepless in Seattle (1993)
446,294,1,Liar Liar (1997)
222,378,1,Miracle on 34th Street (1994)
389,172,5,"Empire Strikes Back, The (1980)"
246,475,4,Trainspotting (1996)
174,221,4,Breaking the Waves (1996)
478,50,3,Star Wars (1977)
12,392,4,"Man Without a Face, The (1993)"
438,237,5,Jerry Maguire (1996)
34,1024,5,Mrs. Dalloway (1997)
242,475,3,Trainspotting (1996)
207,137,3,Big Night (1996)
71,64,4,"Shawshank Redemption, The (1994)"
435,550,3,Die Hard: With a Vengeance (1995)
264,1074,4,Reality Bites (1994)
144,533,4,"Daytrippers, The (1996)"
479,168,5,Monty Python and the Holy Grail (1974)
141,244,5,Smilla's Sense of Snow (1997)
325,272,3,Good Will Hunting (1997)
263,316,5,As Good As It Gets (1997)
496,142,2,Bedknobs and Broomsticks (1971)
344,955,4,Before Sunrise (1995)
468,51,3,Legends of the Fall (1994)
394,554,4,Waterworld (1995)
455,196,4,Dead Poets Society (1989)
250,288,4,Scream (1996)
393,87,4,Searching for Bobby Fischer (1993)
398,95,5,Aladdin (1992)
440,283,5,Emma (1996)
374,148,4,"Ghost and the Darkness, The (1996)"
380,71,4,"Lion King, The (1994)"
218,203,4,Unforgiven (1992)
25,479,5,Vertigo (1958)
332,982,3,Maximum Risk (1996)
13,83,2,Much Ado About Nothing (1993)
176,151,4,Willy Wonka and the Chocolate Factory (1971)
194,503,4,"Candidate, The (1972)"
467,264,2,Mimic (1997)
455,161,4,Top Gun (1986)
406,476,4,"First Wives Club, The (1996)"
494,64,5,"Shawshank Redemption, The (1994)"
286,883,5,Telling Lies in America (1997)
100,328,4,Conspiracy Theory (1997)
13,313,4,Titanic (1997)
330,91,4,"Nightmare Before Christmas, The (1993)"
326,491,4,"Adventures of Robin Hood, The (1938)"
279,421,3,William Shakespeare's Romeo and Juliet (1996)
335,902,5,"Big Lebowski, The (1998)"
452,173,4,"Princess Bride, The (1987)"
151,528,5,"Killing Fields, The (1984)"
387,319,1,Everyone Says I Love You (1996)
360,45,4,Eat Drink Man Woman (1994)
71,257,5,Men in Black (1997)
394,576,2,Cliffhanger (1993)
417,727,5,Immortal Beloved (1994)
472,232,4,Young Guns (1988)
268,369,1,Black Sheep (1996)
393,1120,3,I'm Not Rappaport (1996)
361,90,2,So I Married an Axe Murderer (1993)
271,218,3,Cape Fear (1991)
457,471,4,Courage Under Fire (1996)
279,413,4,Tales from the Crypt Presents: Bordello of Blood (1996)
396,288,3,Scream (1996)
50,319,5,Everyone Says I Love You (1996)
18,319,4,Everyone Says I Love You (1996)
385,865,4,"Ice Storm, The (1997)"
378,87,4,Searching for Bobby Fischer (1993)
178,237,4,Jerry Maguire (1996)
314,794,4,It Could Happen to You (1994)
433,657,5,"Manchurian Candidate, The (1962)"
464,328,3,Conspiracy Theory (1997)
77,97,2,Dances with Wolves (1990)
195,797,3,Timecop (1994)
455,300,4,Air Force One (1997)
452,792,5,Bullets Over Broadway (1994)
422,410,5,Kingpin (1996)
128,132,3,"Wizard of Oz, The (1939)"
181,1389,1,Mondo (1996)
373,648,4,"Quiet Man, The (1952)"
456,80,2,Hot Shots! Part Deux (1993)
326,720,2,First Knight (1995)
456,161,3,Top Gun (1986)
420,319,4,Everyone Says I Love You (1996)
178,472,4,Dragonheart (1996)
339,117,3,"Rock, The (1996)"
435,136,4,Mr. Smith Goes to Washington (1939)
457,48,5,Hoop Dreams (1994)
184,528,5,"Killing Fields, The (1984)"
124,172,3,"Empire Strikes Back, The (1980)"
483,144,2,Die Hard (1988)
192,284,5,Tin Cup (1996)
73,255,2,My Best Friend's Wedding (1997)
90,117,3,"Rock, The (1996)"
168,126,5,"Spitfire Grill, The (1996)"
457,980,4,Mother Night (1996)
145,510,4,"Magnificent Seven, The (1954)"
95,82,3,Jurassic Park (1993)
58,433,5,Heathers (1989)
21,322,3,Murder at 1600 (1997)
195,753,3,Burnt By the Sun (1994)
257,676,4,"Crucible, The (1996)"
430,9,3,Dead Man Walking (1995)
303,808,2,"Program, The (1993)"
271,12,4,"Usual Suspects, The (1995)"
267,789,5,Swimming with Sharks (1995)
5,443,4,"Birds, The (1963)"
313,823,3,Mulholland Falls (1996)
405,780,3,Dumb & Dumber (1994)
385,24,3,Rumble in the Bronx (1995)
10,157,5,Platoon (1986)
15,928,1,"Craft, The (1996)"
495,174,5,Raiders of the Lost Ark (1981)
328,739,3,Pretty Woman (1990)
326,397,3,Striking Distance (1993)
450,729,4,Nell (1994)
301,527,4,Gandhi (1982)
6,419,4,Mary Poppins (1964)
198,25,2,"Birdcage, The (1996)"
452,488,4,Sunset Blvd. (1950)
417,441,3,"Amityville Horror, The (1979)"
328,665,2,Alien 3 (1992)
318,24,4,Rumble in the Bronx (1995)
90,175,3,Brazil (1985)
449,1318,2,Catwalk (1995)
323,741,3,"Last Supper, The (1995)"
450,1184,1,"Endless Summer 2, The (1994)"
158,118,5,Twister (1996)
495,167,4,Private Benjamin (1980)
251,111,3,"Truth About Cats & Dogs, The (1996)"
145,1290,1,Country Life (1994)
224,276,3,Leaving Las Vegas (1995)
384,328,4,Conspiracy Theory (1997)
324,538,4,Anastasia (1997)
234,174,3,Raiders of the Lost Ark (1981)
437,404,5,Pinocchio (1940)
13,462,5,Like Water For Chocolate (Como agua para chocolate) (1992)
434,121,4,Independence Day (ID4) (1996)
293,503,4,"Candidate, The (1972)"
477,815,5,One Fine Day (1996)
333,435,4,Butch Cassidy and the Sundance Kid (1969)
395,98,5,"Silence of the Lambs, The (1991)"
454,245,3,"Devil's Own, The (1997)"
493,762,4,Beautiful Girls (1996)
455,173,4,"Princess Bride, The (1987)"
374,819,3,Eddie (1996)
58,501,2,Dumbo (1941)
109,763,2,Happy Gilmore (1996)
6,50,4,Star Wars (1977)
345,1117,4,Surviving Picasso (1996)
192,50,4,Star Wars (1977)
454,172,2,"Empire Strikes Back, The (1980)"
490,284,3,Tin Cup (1996)
56,183,5,Alien (1979)
38,97,5,Dances with Wolves (1990)
280,98,5,"Silence of the Lambs, The (1991)"
447,7,5,Twelve Monkeys (1995)
343,324,5,Lost Highway (1997)
479,174,5,Raiders of the Lost Ark (1981)
454,173,2,"Princess Bride, The (1987)"
311,729,4,Nell (1994)
23,414,3,My Favorite Year (1982)
416,105,2,Sgt. Bilko (1996)
198,215,4,Field of Dreams (1989)
94,25,3,"Birdcage, The (1996)"
486,147,2,"Long Kiss Goodnight, The (1996)"
6,520,4,"Great Escape, The (1963)"
222,216,4,When Harry Met Sally... (1989)
15,14,4,"Postino, Il (1994)"
340,215,5,Field of Dreams (1989)
460,286,4,"English Patient, The (1996)"
401,588,2,Beauty and the Beast (1991)
457,631,4,"Crying Game, The (1992)"
353,328,2,Conspiracy Theory (1997)
432,151,4,Willy Wonka and the Chocolate Factory (1971)
445,845,2,That Thing You Do! (1996)
294,347,5,Wag the Dog (1997)
429,1035,3,Cool Runnings (1993)
457,699,4,Little Women (1994)
303,575,4,City Slickers II: The Legend of Curly's Gold (1994)
387,50,5,Star Wars (1977)
7,596,5,"Hunchback of Notre Dame, The (1996)"
312,434,3,Forbidden Planet (1956)
23,124,5,Lone Star (1996)
256,232,3,Young Guns (1988)
405,469,1,Short Cuts (1993)
467,109,5,Mystery Science Theater 3000: The Movie (1996)
426,754,1,Red Corner (1997)
62,605,3,Meet Me in St. Louis (1944)
361,475,4,Trainspotting (1996)
493,751,5,Tomorrow Never Dies (1997)
7,611,3,Laura (1944)
151,496,4,It's a Wonderful Life (1946)
339,650,4,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
387,969,3,Winnie the Pooh and the Blustery Day (1968)
345,696,3,City Hall (1996)
319,269,3,"Full Monty, The (1997)"
131,251,5,Shall We Dance? (1996)
405,624,4,"Three Caballeros, The (1945)"
487,658,4,Pump Up the Volume (1990)
58,514,5,Annie Hall (1977)
280,94,2,Home Alone (1990)
151,152,3,Sleeper (1973)
363,752,5,"Replacement Killers, The (1998)"
460,289,4,Evita (1996)
497,234,2,Jaws (1975)
234,1447,3,Century (1993)
464,709,5,Strictly Ballroom (1992)
456,443,4,"Birds, The (1963)"
405,431,3,Highlander (1986)
326,501,3,Dumbo (1941)
269,723,1,Boys on the Side (1995)
416,126,5,"Spitfire Grill, The (1996)"
20,423,2,E.T. the Extra-Terrestrial (1982)
102,319,4,Everyone Says I Love You (1996)
339,209,5,This Is Spinal Tap (1984)
200,1034,3,"Quest, The (1996)"
60,210,4,Indiana Jones and the Last Crusade (1989)
57,245,4,"Devil's Own, The (1997)"
473,1129,4,Chungking Express (1994)
473,257,4,Men in Black (1997)
486,620,2,"Chamber, The (1996)"
363,469,2,Short Cuts (1993)
487,121,4,Independence Day (ID4) (1996)
479,325,1,Crash (1996)
291,8,4,Babe (1995)
423,304,4,Fly Away Home (1996)
406,28,3,Apollo 13 (1995)
433,60,5,Three Colors: Blue (1993)
13,768,4,Casper (1995)
291,238,5,Raising Arizona (1987)
274,274,4,Sabrina (1995)
15,269,5,"Full Monty, The (1997)"
468,71,5,"Lion King, The (1994)"
429,1203,4,Top Hat (1935)
84,294,3,Liar Liar (1997)
435,254,3,Batman & Robin (1997)
495,71,5,"Lion King, The (1994)"
42,228,4,Star Trek: The Wrath of Khan (1982)
110,64,4,"Shawshank Redemption, The (1994)"
80,303,4,Ulee's Gold (1997)
405,1111,1,Double Happiness (1994)
362,328,2,Conspiracy Theory (1997)
268,1074,3,Reality Bites (1994)
224,97,5,Dances with Wolves (1990)
312,69,4,Forrest Gump (1994)
456,1,2,Toy Story (1995)
396,329,2,Desperate Measures (1998)
416,276,3,Leaving Las Vegas (1995)
232,133,4,Gone with the Wind (1939)
48,480,4,North by Northwest (1959)
256,769,5,Congo (1995)
436,127,5,"Godfather, The (1972)"
62,241,1,"Last of the Mohicans, The (1992)"
104,126,4,"Spitfire Grill, The (1996)"
256,568,5,Speed (1994)
378,1135,2,"Doors, The (1991)"
399,91,4,"Nightmare Before Christmas, The (1993)"
174,239,4,Sneakers (1992)
406,831,2,Escape from L.A. (1996)
303,13,4,Mighty Aphrodite (1995)
357,10,5,Richard III (1995)
318,605,4,Meet Me in St. Louis (1944)
315,56,5,Pulp Fiction (1994)
59,284,2,Tin Cup (1996)
457,597,3,Eraser (1996)
256,56,3,Pulp Fiction (1994)
181,845,3,That Thing You Do! (1996)
40,337,4,"House of Yes, The (1997)"
484,53,1,Natural Born Killers (1994)
305,1513,2,Sprung (1997)
293,955,2,Before Sunrise (1995)
244,281,3,"River Wild, The (1994)"
440,512,3,Wings of Desire (1987)
368,181,4,Return of the Jedi (1983)
218,294,2,Liar Liar (1997)
100,1235,4,"Big Bang Theory, The (1994)"
301,405,4,Mission: Impossible (1996)
22,451,4,Grease (1978)
158,745,4,"Ruling Class, The (1972)"
297,603,5,Rear Window (1954)
497,840,3,Last Man Standing (1996)
244,833,3,Bulletproof (1996)
472,1091,4,Pete's Dragon (1977)
347,1,4,Toy Story (1995)
488,480,3,North by Northwest (1959)
378,62,4,Stargate (1994)
331,482,2,Some Like It Hot (1959)
236,203,4,Unforgiven (1992)
396,591,3,Primal Fear (1996)
388,845,4,That Thing You Do! (1996)
498,475,3,Trainspotting (1996)
311,321,3,Mother (1996)
493,61,4,Three Colors: White (1994)
297,265,3,"Hunt for Red October, The (1990)"
194,1412,2,Land Before Time III: The Time of the Great Giving (1995) (V)
80,100,5,Fargo (1996)
214,427,5,To Kill a Mockingbird (1962)
95,199,5,"Bridge on the River Kwai, The (1957)"
422,590,2,Hellraiser: Bloodline (1996)
56,158,3,Weekend at Bernie's (1989)
177,121,2,Independence Day (ID4) (1996)
416,155,5,Dirty Dancing (1987)
456,479,5,Vertigo (1958)
394,79,5,"Fugitive, The (1993)"
401,318,4,Schindler's List (1993)
442,159,4,Basic Instinct (1992)
256,1228,1,Under Siege 2: Dark Territory (1995)
207,12,3,"Usual Suspects, The (1995)"
6,246,3,Chasing Amy (1997)
268,158,2,Weekend at Bernie's (1989)
370,98,4,"Silence of the Lambs, The (1991)"
235,327,3,Cop Land (1997)
207,562,2,"Quick and the Dead, The (1995)"
436,447,1,Carrie (1976)
256,1114,4,Faithful (1996)
165,15,5,Mr. Holland's Opus (1995)
476,232,3,Young Guns (1988)
101,924,4,White Squall (1996)
442,342,2,"Man Who Knew Too Little, The (1997)"
178,1016,4,Con Air (1997)
255,672,2,Candyman (1992)
222,176,4,Aliens (1986)
495,139,2,"Love Bug, The (1969)"
429,550,3,Die Hard: With a Vengeance (1995)
416,197,5,"Graduate, The (1967)"
435,1419,2,Highlander III: The Sorcerer (1994)
32,288,4,Scream (1996)
478,282,3,"Time to Kill, A (1996)"
344,385,2,True Lies (1994)
104,10,2,Richard III (1995)
